0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
27041;;после;ѕќ—Ћ≈;PR;;;јаа , дальше _после_ просмотра видео ,;е;л;с;о;п;;PR;ѕќ—Ћ≈;PR;≈
27042;;просмотра;ѕ–ќ—ћќ“–;S m inan gen sg;;;, дальше после _просмотра_ видео , честно;а;р;т;о;м;с;S;ѕ–ќ—ћќ“–;S m inan gen sg;–
27043;;видео;¬»ƒ≈ќ;S n inan gen sg;;;дальше после просмотра _видео_ , честно говор€;о;е;д;и;в;;S;¬»ƒ≈ќ;S n inan nonflex -;ќ
27044;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27045;;честно;„≈—“Ќќ;ADV -;;;просмотра видео , _честно_ говор€ , мы;о;н;т;с;е;ч;ADV;„≈—“Ќќ;ADV -;ќ
27046;;говор€;√ќ¬ќ–»“№;V ipf praes - ger - -;;;видео , честно _говор€_ , мы даже;€;р;о;в;о;г;V;√ќ¬ќ–»“№;V ipf praes - ger - -;№
27047;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27048;;мы;ћџ;SPRO pl 1p - nom;;;честно говор€ , _мы_ даже не знали;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
27049;;даже;ƒј∆≈;PART;;;говор€ , мы _даже_ не знали ,;е;ж;а;д;;;PART;ƒј∆≈;PART;≈
27050;;не;Ќ≈;PART;;;, мы даже _не_ знали , что;е;н;;;;;PART;Ќ≈;PART;≈
27051;;знали;«Ќј“№;V ipf praet pl indic - -;;;мы даже не _знали_ , что дальше;и;л;а;н;з;;V;«Ќј“№;V ipf praet pl indic - -;№
27052;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27053;;что;„“ќ;CONJ;;;не знали , _что_ дальше делать .;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
27054;;дальше;ƒјЋ≈ ќ;ADV comp;;;знали , что _дальше_ делать .;е;ш;ь;л;а;д;ADV;ƒјЋ≈ ќ;ADV comp;ќ
27055;;делать;ƒ≈Ћј“№;V ipf - - inf - -;;;, что дальше _делать_ .;ь;т;а;л;е;д;V;ƒ≈Ћј“№;V ipf - - inf - -;№
27056;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27057;;;;;;;;;;;;;;;;;
27058;# sent = 1987;;;;;;;;;;;;;;;;
27059;;Ќепон€тно;Ќ≈ѕќЌя“Ќќ;ADV -;;;. _Ќепон€тно_ , может быть;о;н;т;€;н;о;ADV;Ќ≈ѕќЌя“Ќќ;ADV -;ќ
27060;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27061;;может;ћќ„№;V ipf praes sg indic - 3p;;;Ќепон€тно , _может_ быть , квест;т;е;ж;о;м;;V;ћќ„№;V ipf praes sg indic - 3p;№
27062;;быть;Ѕџ“№;V ipf - - inf - -;;;Ќепон€тно , может _быть_ , квест ограничиваетс€;ь;т;ы;б;;;V;Ѕџ“№;V ipf - - inf - -;№
27063;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27064;;квест; ¬≈—“;S m inan nom sg;;;может быть , _квест_ ограничиваетс€ этими двум€;т;с;е;в;к;;S; ¬≈—“;S f inan nom sg;“
27065;;ограничиваетс€;ќ√–јЌ»„»¬ј“№—я;V ipf praes sg indic - 3p;;;быть , квест _ограничиваетс€_ этими двум€ комнатами;€;с;т;е;а;в;V;ќ√–јЌ»„»¬ј“№—я;V ipf praes sg indic - 3p;я
27066;;этими;Ё“ќ“;APRO - ins pl plen - -;;;, квест ограничиваетс€ _этими_ двум€ комнатами .;и;м;и;т;э;;APRO;Ё“ќ“;A - ins pl plen - -;“
27067;;двум€;ƒ¬ј;NUM ins - -;;;квест ограничиваетс€ этими _двум€_ комнатами .;€;м;у;в;д;;NUM;ƒ¬ј;NUM ins - -;ј
27068;;комнатами; ќћЌј“ј;S f inan ins pl;;;ограничиваетс€ этими двум€ _комнатами_ .;и;м;а;т;а;н;S; ќћЌј“ј;S f inan ins pl;ј
27069;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27070;;;;;;;;;;;;;;;;;
27071;# sent = 1988;;;;;;;;;;;;;;;;
27072;# speaker = Ќад€;;;;;;;;;;;;;;;;
27073;# sent = 1989;;;;;;;;;;;;;;;;
27074;;¬;¬;PR;;;_¬_ общем , у;в;;;;;;PR;¬;PR;¬
27075;;общем;ќЅў»…;A - loc sg plen m -;;;¬ _общем_ , у нас;м;е;щ;б;о;;A;ќЅў»…;A - loc sg plen m -;…
27076;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27077;;у;”;PR;;;¬ общем , _у_ нас был какой-то;у;;;;;;PR;”;PR;”
27078;;нас;ћџ;SPRO pl 1p - loc;;;общем , у _нас_ был какой-то лишний;с;а;н;;;;SPRO;ћџ;SPRO pl 1p - loc;џ
27079;;был;Ѕџ“№;V ipf praet sg indic m -;;;, у нас _был_ какой-то лишний ключ;л;ы;б;;;;V;Ѕџ“№;V ipf praet sg indic m -;№
27080;;какой-то; ј ќ…-“ќ;APRO - nom sg plen m -;;;у нас был _какой-то_ лишний ключ ,;о;т;-;й;о;к;APRO; ј ќ…-“ќ;A - nom sg plen m -;ќ
27081;;лишний;Ћ»ЎЌ»…;A - nom sg plen m -;;;нас был какой-то _лишний_ ключ , и;й;и;н;ш;и;л;A;Ћ»ЎЌ»…;A - nom sg plen m -;…
27082;;ключ; Ћё„;S m inan nom sg;;;был какой-то лишний _ключ_ , и мы;ч;ю;л;к;;;S; Ћё„;S m inan nom sg;„
27083;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27084;;и;»;CONJ;;;лишний ключ , _и_ мы не понимали;и;;;;;;CONJ;»;CONJ;»
27085;;мы;ћџ;SPRO pl 1p - nom;;;ключ , и _мы_ не понимали ,;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
27086;;не;Ќ≈;PART;;;, и мы _не_ понимали , куда;е;н;;;;;PART;Ќ≈;PART;≈
27087;;понимали;ѕќЌ»ћј“№;V ipf praet pl indic - -;;;и мы не _понимали_ , куда его;и;л;а;м;и;н;V;ѕќЌ»ћј“№;V ipf praet pl indic - -;№
27088;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27089;;куда; ”ƒј;ADV -;;;не понимали , _куда_ его девать .;а;д;у;к;;;ADV; ”ƒј;ADV -;ј
27090;;его;ќЌ;SPRO sg 3p m acc;;;понимали , куда _его_ девать .;о;г;е;;;;SPRO;ќЌ;SPRO sg 3p m acc;Ќ
27091;;девать;ƒ≈¬ј“№;V ipf - - inf - -;;;, куда его _девать_ .;ь;т;а;в;е;д;V;ƒ≈¬ј“№;V ipf - - inf - -;№
27092;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27093;;;;;;;;;;;;;;;;;
27094;# sent = 1990;;;;;;;;;;;;;;;;
27095;;ћы;ћџ;SPRO pl 1p - nom;;;. _ћы_ начали искать везде;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
27096;;начали;Ќј„ј“№;V pf praet pl indic - -;;;ћы _начали_ искать везде замки;и;л;а;ч;а;н;V;Ќј„ј“№;V pf praet pl indic - -;№
27097;;искать;»— ј“№;V ipf - - inf - -;;;ћы начали _искать_ везде замки по;ь;т;а;к;с;и;V;»— ј“№;V ipf - - inf - -;№
27098;;везде;¬≈«ƒ≈;ADV -;;;ћы начали искать _везде_ замки по всем;е;д;з;е;в;;ADV;¬≈«ƒ≈;ADV -;≈
27099;;замки;«јћќ ;S m inan nom pl;;;начали искать везде _замки_ по всем комнатам;и;к;м;а;з;;S;«јћќ ;S m inan nom pl; 
27100;;по;ѕќ;PR;;;искать везде замки _по_ всем комнатам ,;о;п;;;;;PR;ѕќ;PR;ќ
27101;;всем;¬≈—№;APRO - dat pl plen - -;;;везде замки по _всем_ комнатам , и;м;е;с;в;;;APRO;¬≈—№;A - dat pl plen - -;№
27102;;комнатам; ќћЌј“ј;S f inan dat pl;;;замки по всем _комнатам_ , и это;м;а;т;а;н;м;S; ќћЌј“ј;S f inan dat pl;ј
27103;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27104;;и;»;CONJ;;;всем комнатам , _и_ это всЄ сопровождаетс€;и;;;;;;CONJ;»;CONJ;»
27105;;это;Ё“ќ;SPRO n - nom sg;;;комнатам , и _это_ всЄ сопровождаетс€ вот;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
27106;;всЄ;¬—≈;ADV -;;;, и это _всЄ_ сопровождаетс€ вот этой;Є;с;в;;;;ADV;¬—≈;ADV -;≈
27107;;сопровождаетс€;—ќѕ–ќ¬ќ∆ƒј“№—я;V ipf praes sg indic - 3p;;;и это всЄ _сопровождаетс€_ вот этой ужасной;€;с;т;е;а;д;V;—ќѕ–ќ¬ќ∆ƒј“№—я;V ipf praes sg indic - 3p;я
27108;;вот;¬ќ“;PART;;;это всЄ сопровождаетс€ _вот_ этой ужасной музыкой;т;о;в;;;;PART;¬ќ“;PART;“
27109;;этой;Ё“ќ“;APRO - ins sg plen f -;;;всЄ сопровождаетс€ вот _этой_ ужасной музыкой ,;й;о;т;э;;;APRO;Ё“ќ“;A - gen sg plen f -;“
27110;;ужасной;”∆ј—Ќџ…;A - ins sg plen f -;;;сопровождаетс€ вот этой _ужасной_ музыкой , котора€;й;о;н;с;а;ж;A;”∆ј—Ќџ…;A - ins sg plen f -;…
27111;;музыкой;ћ”«џ ј;S f inan ins sg;;;вот этой ужасной _музыкой_ , котора€ наводит;й;о;к;ы;з;у;S;ћ”«џ ј;S f inan ins sg;ј
27112;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27113;;котора€; ќ“ќ–џ…;APRO - nom sg plen f -;;;ужасной музыкой , _котора€_ наводит уза Е;€;а;р;о;т;о;APRO; ќ“ќ–џ…;A - nom sg plen f -;…
27114;;наводит;Ќј¬ќƒ»“№;V ipf praes sg indic - 3p;;;музыкой , котора€ _наводит_ уза Е ужас;т;и;д;о;в;а;V;Ќј¬ќƒ»“№;V ipf praes sg indic - 3p;№
27115;;уза;”«ј;S f inan nom sg;;;, котора€ наводит _уза_ Е ужас ,;а;з;у;;;;S;”«ј;S f inan nom sg;ј
27116;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
27117;;ужас;”∆ј—;S m inan nom sg;;;наводит уза Е _ужас_ , красным приглушЄнным;с;а;ж;у;;;S;”∆ј—;S m inan nom sg;—
27118;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27119;;красным; –ј—Ќџ…;A - ins sg plen m -;;;Е ужас , _красным_ приглушЄнным светом и;м;ы;н;с;а;р;A; –ј—Ќџ…;A - ins sg plen m -;…
27120;;приглушЄнным;ѕ–»√Ћ”Ў≈ЌЌџ…;A - dat pl plen - -;;;ужас , красным _приглушЄнным_ светом и вот;м;ы;н;н;Є;ш;A;ѕ–»√Ћ”Ў≈ЌЌџ…;A - dat pl plen - -;…
27121;;светом;—¬≈“;S m inan ins sg;;;, красным приглушЄнным _светом_ и вот этими;м;о;т;е;в;с;S;—¬≈“;S m inan ins sg;“
27122;;и;»;CONJ;;;красным приглушЄнным светом _и_ вот этими периодическими;и;;;;;;CONJ;»;CONJ;»
27123;;вот;¬ќ“;PART;;;приглушЄнным светом и _вот_ этими периодическими толчками;т;о;в;;;;PART;¬ќ“;PART;“
27124;;этими;Ё“ќ“;APRO - ins pl plen - -;;;светом и вот _этими_ периодическими толчками Ђ;и;м;и;т;э;;APRO;Ё“ќ“;A - ins pl plen - -;“
27125;;периодическими;ѕ≈–»ќƒ»„≈— »…;A - ins pl plen - -;;;и вот этими _периодическими_ толчками Ђ бум;и;м;и;к;с;е;A;ѕ≈–»ќƒ»„≈— »…;A - ins pl plen - -;…
27126;;толчками;“ќЋ„ќ ;S m inan ins pl;;;вот этими периодическими _толчками_ Ђ бум -;и;м;а;к;ч;л;S;“ќЋ„ќ ;S m inan ins pl; 
27127;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
27128;;бум;Ѕ”ћ;INTJ;;;периодическими толчками Ђ _бум_ - бум -;м;у;б;;;;INTJ;Ѕ”ћ;INTJ;ћ
27129;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
27130;;бум;Ѕ”ћ;S m inan acc sg;;;Ђ бум - _бум_ - бум ї;м;у;б;;;;S;Ѕ”ћ;S m inan acc sg;ћ
27131;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
27132;;бум;Ѕ”ћ;INTJ;;;- бум - _бум_ ї , от;м;у;б;;;;INTJ;Ѕ”ћ;INTJ;ћ
27133;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
27134;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27135;;от;ќ“;PR;;;бум ї , _от_ которых становитс€ просто;т;о;;;;;PR;ќ“;PR;“
27136;;которых; ќ“ќ–џ…;APRO - gen pl plen - -;;;ї , от _которых_ становитс€ просто жутко;х;ы;р;о;т;о;APRO; ќ“ќ–џ…;A - gen pl plen - -;…
27137;;становитс€;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;;;, от которых _становитс€_ просто жутко .;€;с;т;и;в;о;V;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;я
27138;;просто;ѕ–ќ—“ќ;PART;;;от которых становитс€ _просто_ жутко .;о;т;с;о;р;п;PART;ѕ–ќ—“ќ;PART;ќ
27139;;жутко;∆”“ ќ;ADV -;;;которых становитс€ просто _жутко_ .;о;к;т;у;ж;;ADV;∆”“ ќ;ADV -;ќ
27140;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27141;;;;;;;;;;;;;;;;;
27142;# sent = 1991;;;;;;;;;;;;;;;;
27143;;¬;¬;PR;;;. _¬_ итоге кто-то нашЄл;в;;;;;;PR;¬;PR;¬
27144;;итоге;»“ќ√;S m inan loc sg;;;¬ _итоге_ кто-то нашЄл ,;е;г;о;т;и;;S;»“ќ√;S m inan loc sg;√
27145;;кто-то; “ќ-“ќ;SPRO m - nom sg;;;¬ итоге _кто-то_ нашЄл , ээ;о;т;-;о;т;к;S; “ќ-“ќ;S m - nom sg;ќ
27146;;нашЄл;Ќј…“»;V pf praet sg indic m -;;;¬ итоге кто-то _нашЄл_ , ээ ,;л;Є;ш;а;н;;V;Ќј…“»;V pf praet sg indic m -;»
27147;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27148;;ээ;ЁЁ;NONLEX;;;кто-то нашЄл , _ээ_ , замочек .;э;э;;;;;NONLEX;ЁЁ;NONLEX;Ё
27149;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27150;;замочек;«јћќ„≈ ;S m inan acc sg;;;, ээ , _замочек_ .;к;е;ч;о;м;а;S;«јћќ„≈ ;S m inan acc sg; 
27151;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27152;;;;;;;;;;;;;;;;;
27153;# sent = 1992;;;;;;;;;;;;;;;;
27154;;ћы;ћџ;SPRO pl 1p - nom;;;. _ћы_ открываем , как только;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
27155;;открываем;ќ“ –џ¬ј“№;V ipf praes pl indic - 1p;;;ћы _открываем_ , как только поворачиваетс€;м;е;а;в;ы;р;V;ќ“ –џ¬ј“№;V ipf praes pl indic - 1p;№
27156;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27157;;как только;как только;CONJ;;;ћы открываем , _как только_ поворачиваетс€ ключ ,;о;к;ь;л;о;т;CONJ;как только;CONJ;о
27158;;поворачиваетс€;ѕќ¬≈–“џ¬ј“№—я;V ipf praes sg indic - 3p;;;открываем , как только _поворачиваетс€_ ключ , выключаетс€;€;с;т;е;а;в;V;ѕќ¬≈–“џ¬ј“№—я;V ipf praes sg indic - 3p;я
27159;;ключ; Ћё„;S m inan acc sg;;;, как только поворачиваетс€ _ключ_ , выключаетс€ напрочь;ч;ю;л;к;;;S; Ћё„;S m inan acc sg;„
27160;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27161;;выключаетс€;¬џ Ћё„ј“№—я;V ipf praes sg indic - 3p;;;поворачиваетс€ ключ , _выключаетс€_ напрочь свет ,;€;с;т;е;а;ч;V;¬џ Ћё„ј“№—я;V ipf praes sg indic - 3p;я
27162;;напрочь;Ќјѕ–ќ„№;ADV -;;;ключ , выключаетс€ _напрочь_ свет , ничего;ь;ч;о;р;п;а;ADV;Ќјѕ–ќ„№;ADV -;№
27163;;свет;—¬≈“;S m inan nom sg;;;, выключаетс€ напрочь _свет_ , ничего не;т;е;в;с;;;S;—¬≈“;S m inan nom sg;“
27164;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27165;;ничего;Ќ»„“ќ;SPRO n inan gen sg;;;напрочь свет , _ничего_ не видно ,;о;г;е;ч;и;н;SPRO;Ќ»„“ќ;S n - gen sg;ќ
27166;;не;Ќ≈;PART;;;свет , ничего _не_ видно , вот;е;н;;;;;PART;Ќ≈;PART;≈
27167;;видно;¬»ƒЌќ;ADV -;;;, ничего не _видно_ , вот вообще;о;н;д;и;в;;ADV;¬»ƒЌќ;ADV -;ќ
27168;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27169;;вот;¬ќ“;PART;;;не видно , _вот_ вообще ничего ,;т;о;в;;;;PART;¬ќ“;PART;“
27170;;вообще;¬ќќЅў≈;ADV -;;;видно , вот _вообще_ ничего , ты;е;щ;б;о;о;в;ADV;¬ќќЅў≈;ADV -;≈
27171;;ничего;Ќ»„“ќ;SPRO n inan gen sg;;;, вот вообще _ничего_ , ты даже;о;г;е;ч;и;н;SPRO;Ќ»„“ќ;S n - gen sg;ќ
27172;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27173;;ты;“џ;SPRO sg 2p - nom;;;вообще ничего , _ты_ даже не видишь;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;џ
27174;;даже;ƒј∆≈;PART;;;ничего , ты _даже_ не видишь с;е;ж;а;д;;;PART;ƒј∆≈;PART;≈
27175;;не;Ќ≈;PART;;;, ты даже _не_ видишь с Е;е;н;;;;;PART;Ќ≈;PART;≈
27176;;видишь;¬»ƒ≈“№;V ipf praes sg indic - 2p;;;ты даже не _видишь_ с Е какие-то;ь;ш;и;д;и;в;V;¬»ƒ≈“№;V ipf praes sg indic - 2p;№
27177;;с;—;PR;;;даже не видишь _с_ Е какие-то очертани€;с;;;;;;PR;—;PR;—
27178;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
27179;;какие-то; ј ќ…-“ќ;APRO - nom pl plen - -;;;видишь с Е _какие-то_ очертани€ , ничего;о;т;-;е;и;к;APRO; ј ќ…-“ќ;A - nom pl plen - -;ќ
27180;;очертани€;ќ„≈–“јЌ»≈;S n inan nom pl;;;с Е какие-то _очертани€_ , ничего не;€;и;н;а;т;р;S;ќ„≈–“јЌ»≈;S n inan nom pl;≈
27181;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27182;;ничего;Ќ»„“ќ;SPRO n inan gen sg;;;какие-то очертани€ , _ничего_ не видно ,;о;г;е;ч;и;н;SPRO;Ќ»„“ќ;S n - gen sg;ќ
27183;;не;Ќ≈;PART;;;очертани€ , ничего _не_ видно , всЄ;е;н;;;;;PART;Ќ≈;PART;≈
27184;;видно;¬»ƒЌќ;ADV -;;;, ничего не _видно_ , всЄ закрываетс€;о;н;д;и;в;;ADV;¬»ƒЌќ;ADV -;ќ
27185;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27186;;всЄ;¬—≈;ADV -;;;не видно , _всЄ_ закрываетс€ .;Є;с;в;;;;ADV;¬—≈;ADV -;≈
27187;;закрываетс€;«ј –џ¬ј“№—я;V ipf praes sg indic - 3p;;;видно , всЄ _закрываетс€_ .;€;с;т;е;а;в;V;«ј –џ¬ј“№—я;V ipf praes sg indic - 3p;я
27188;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27189;;;;;;;;;;;;;;;;;
27190;# sent = 1993;;;;;;;;;;;;;;;;
27191;;—тановитс€;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;;;. _—тановитс€_ дико страшно ,;€;с;т;и;в;о;V;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;я
27192;;дико;ƒ» ќ;ADV -;;;—тановитс€ _дико_ страшно , все;о;к;и;д;;;ADV;ƒ» ќ;ADV -;ќ
27193;;страшно;—“–јЎЌќ;ADV -;;;—тановитс€ дико _страшно_ , все кричат;о;н;ш;а;р;т;ADV;—“–јЎЌќ;ADV -;ќ
27194;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27195;;все;¬—≈;S - - nom pl;;;дико страшно , _все_ кричат , и;е;с;в;;;;S;¬—≈;S - - nom pl;≈
27196;;кричат; –»„ј“№;V ipf praes pl indic - 3p;;;страшно , все _кричат_ , и ещЄ;т;а;ч;и;р;к;V; –»„ј“№;V ipf praes pl indic - 3p;№
27197;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27198;;и;»;CONJ;;;все кричат , _и_ ещЄ становитс€ страшнее;и;;;;;;CONJ;»;CONJ;»
27199;;ещЄ;≈ў≈;ADV -;;;кричат , и _ещЄ_ становитс€ страшнее ,;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
27200;;становитс€;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;;;, и ещЄ _становитс€_ страшнее , оттого что;€;с;т;и;в;о;V;—“јЌќ¬»“№—я;V ipf praes sg indic - 3p;я
27201;;страшнее;—“–јЎЌџ…;A comp - - plen - -;;;и ещЄ становитс€ _страшнее_ , оттого что все;е;е;н;ш;а;р;A;—“–јЎЌџ…;A comp - - plen - -;…
27202;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27203;;оттого что;оттого что;CONJ;;;становитс€ страшнее , _оттого что_ все кричат .;о;т;ч;;о;г;CONJ;оттого что;CONJ;о
27204;;все;¬—≈;S - - acc pl;;;страшнее , оттого что _все_ кричат .;е;с;в;;;;S;¬—≈;S - - acc pl;≈
27205;;кричат; –»„ј“№;V ipf praes pl indic - 3p;;;, оттого что все _кричат_ .;т;а;ч;и;р;к;V; –»„ј“№;V ipf praes pl indic - 3p;№
27206;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27207;;;;;;;;;;;;;;;;;
27208;# sent = 1994;;;;;;;;;;;;;;;;
27209;;»;»;CONJ;;;. _»_ мы не понимаем;и;;;;;;CONJ;»;CONJ;»
27210;;мы;ћџ;SPRO pl 1p - nom;;;» _мы_ не понимаем ,;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
27211;;не;Ќ≈;PART;;;» мы _не_ понимаем , что;е;н;;;;;PART;Ќ≈;PART;≈
27212;;понимаем;ѕќЌ»ћј“№;V ipf praes pl indic - 1p;;;» мы не _понимаем_ , что делать;м;е;а;м;и;н;V;ѕќЌ»ћј“№;V ipf praes pl indic - 1p;№
27213;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27214;;что;„“ќ;CONJ;;;не понимаем , _что_ делать .;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
27215;;делать;ƒ≈Ћј“№;V ipf - - inf - -;;;понимаем , что _делать_ .;ь;т;а;л;е;д;V;ƒ≈Ћј“№;V ipf - - inf - -;№
27216;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27217;;;;;;;;;;;;;;;;;
27218;# sent = 1995;;;;;;;;;;;;;;;;
27219;# speaker = Ќад€;;;;;;;;;;;;;;;;
27220;# sent = 1996;;;;;;;;;;;;;;;;
27221;;¬;¬;PR;;;_¬_ итоге открываетс€ эта;в;;;;;;PR;¬;PR;¬
27222;;итоге;»“ќ√;S m inan loc sg;;;¬ _итоге_ открываетс€ эта Е;е;г;о;т;и;;S;»“ќ√;S m inan loc sg;√
27223;;открываетс€;ќ“ –џ¬ј“№—я;V ipf praes sg indic - 3p;;;¬ итоге _открываетс€_ эта Е этот;€;с;т;е;а;в;V;ќ“ –џ¬ј“№—я;V ipf praes sg indic - 3p;я
27224;;эта;Ё“ќ“;APRO - nom sg plen f -;;;¬ итоге открываетс€ _эта_ Е этот шкафчик;а;т;э;;;;APRO;Ё“ќ“;A - nom sg plen f -;“
27225;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
27226;;этот;Ё“ќ“;APRO - nom sg plen m -;;;открываетс€ эта Е _этот_ шкафчик .;т;о;т;э;;;APRO;Ё“ќ“;A - nom sg plen m -;“
27227;;шкафчик;Ў ј‘„» ;S m inan nom sg;;;эта Е этот _шкафчик_ .;к;и;ч;ф;а;к;S;Ў ј‘„» ;S m inan nom sg; 
27228;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27229;;;;;;;;;;;;;;;;;
27230;# sent = 1997;;;;;;;;;;;;;;;;
27231;;ќказалось;ќ ј«ј“№—я;V pf praet sg indic n -;;;. _ќказалось_ , что под;ь;с;о;л;а;з;V;ќ ј«ј“№—я;V pf praet sg indic n -;я
27232;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27233;;что;„“ќ;CONJ;;;ќказалось , _что_ под шкафчиком есть;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
27234;;под;ѕќƒ;PR;;;ќказалось , что _под_ шкафчиком есть Е;д;о;п;;;;PR;ѕќƒ;PR;ƒ
27235;;шкафчиком;Ў ј‘„» ;S m inan ins sg;;;, что под _шкафчиком_ есть Е кто-то;м;о;к;и;ч;ф;S;Ў ј‘„» ;S f inan loc sg; 
27236;;есть;Ѕџ“№;V ipf praes sg indic - 3p;;;что под шкафчиком _есть_ Е кто-то там;ь;т;с;е;;;V;Ѕџ“№;V ipf praes sg indic - 3p;№
27237;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
27238;;кто-то; “ќ-“ќ;SPRO m - nom sg;;;шкафчиком есть Е _кто-то_ там нащупывает отверстие;о;т;-;о;т;к;S; “ќ-“ќ;S m - nom sg;ќ
27239;;там;“јћ;ADV -;;;есть Е кто-то _там_ нащупывает отверстие ,;м;а;т;;;;ADV;“јћ;ADV -;ћ
27240;;нащупывает;Ќјў”ѕџ¬ј“№;V ipf praes sg indic - 3p;;;Е кто-то там _нащупывает_ отверстие , кому-то;т;е;а;в;ы;п;V;Ќјў”ѕџ¬ј“№;V ipf praes sg indic - 3p;№
27241;;отверстие;ќ“¬≈–—“»≈;S n inan acc sg;;;кто-то там нащупывает _отверстие_ , кому-то приходит;е;и;т;с;р;е;S;ќ“¬≈–—“»≈;S n inan acc sg;≈
27242;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27243;;кому-то; “ќ-“ќ;SPRO m - dat sg;;;нащупывает отверстие , _кому-то_ приходит в голову;о;т;-;у;м;о;S; “ќ-“ќ;S m - dat sg;ќ
27244;;приходит;ѕ–»’ќƒ»“№;V ipf praes sg indic - 3p;;;отверстие , кому-то _приходит_ в голову пойти;т;и;д;о;х;и;V;ѕ–»’ќƒ»“№;V ipf praes sg indic - 3p;№
27245;;в;¬;PR;;;, кому-то приходит _в_ голову пойти в;в;;;;;;PR;¬;PR;¬
27246;;голову;√ќЋќ¬ј;S f inan acc sg;;;кому-то приходит в _голову_ пойти в это;у;в;о;л;о;г;S;√ќЋќ¬ј;S f inan acc sg;ј
27247;;пойти;ѕќ…“»;V pf - - inf - -;;;приходит в голову _пойти_ в это отверстие;и;т;й;о;п;;V;ѕќ…“»;V pf - - inf - -;»
27248;;в;¬;PR;;;в голову пойти _в_ это отверстие ,;в;;;;;;PR;¬;PR;¬
27249;;это;Ё“ќ“;APRO - acc sg plen n -;;;голову пойти в _это_ отверстие , хот€;о;т;э;;;;APRO;Ё“ќ“;A - acc sg plen n inan;“
